"target_gene_source_value","drug_source_value","interaction_source_value"
"HEXB","CORTISONE","[Not Available]"
"HEXB","ESTRAMUSTINE","[Not Available]"
"HEXB","GENTAMICIN","[Not Available]"
"HEXB","OMEPRAZOLE","[Not Available]"
"HEXB","RABEPRAZOLE","[Not Available]"
"HEXB","TAMOXIFEN","[Not Available]"
"HEXB","THYROXINE","[Not Available]"
"MLN","CARBAMAZEPINE","[Not Available]"
"ADAM33","CHEMBL148169","inhibitor"
"TNFSF10","SODIUM BUTYRATE","[Not Available]"
"TNFSF10","TRICHOSTATIN","[Not Available]"
"CRY1","LITHIUM","[Not Available]"
"MTOR","PIMECROLIMUS","potentiator"
"MTOR","SIROLIMUS","inhibitor"
"MTOR","AZD-8055","inhibitor"
"MTOR","EVEROLIMUS","inhibitor"
"MTOR","CHEMBL269259","[Not Available]"
"MTOR","SF-1126","inhibitor"
"MTOR","VOXTALISIB","inhibitor"
"MTOR","TEMSIROLIMUS","inhibitor"
"MTOR","APITOLISIB","inhibitor"
"MTOR","CC-223","inhibitor"
"MTOR","PA-799","inhibitor"
"MTOR","DACTOLISIB","inhibitor"
"MTOR","GEDATOLISIB","inhibitor"
"MTOR","INK-128","inhibitor"
"MTOR","METFORMIN","inhibitor"
"MTOR","LY-3023414","inhibitor"
"MTOR","OMIPALISIB","inhibitor"
"MTOR","PF-04691502","inhibitor"
"MTOR","PI-103","inhibitor"
"MTOR","CHEMBL1081312","inhibitor"
"MTOR","SPARFLOXACIN","inhibitor"
"MTOR","RIDAFOROLIMUS","inhibitor"
"MTOR","YOHIMBINE","inhibitor"
"MTOR","TORIN1","inhibitor"
"MTOR","BENZONATATE","inhibitor"
"MTOR","VS-5584","inhibitor"
"MTOR","CHEMBL561708","inhibitor"
"MTOR","OSI-027","inhibitor"
"MTOR","ALPELISIB","inhibitor"
"MTOR","DS-3078a","inhibitor"
"MTOR","Palomid-529","inhibitor"
"MTOR","PAZOPANIB","[Not Available]"
"MTOR","AZD-5363","[Not Available]"
"MTOR","LY-294002","[Not Available]"
"MTOR","Panulisib","inhibitor"
"MTOR","PKI-179","inhibitor"
"MTOR","RG-7603","inhibitor"
"MTOR","AZD-2014","inhibitor"
"MTOR","PWT-33579","inhibitor"
"MTOR","CC-115","inhibitor"
"MTOR","BGT-226 (CHEMBL3545096)","inhibitor"
"MTOR","MLN-0128","inhibitor"
"MTOR","DS-7423","inhibitor"
"MTOR","PWT-33587","inhibitor"
"AURKC","CYC-116","inhibitor"
"AURKC","GSK-1070916","inhibitor"
"AURKC","SNS-314","inhibitor"
"AURKC","TOZASERTIB","inhibitor"
"AURKC","AMG-900","inhibitor"
"AURKC","CENISERTIB","inhibitor"
"AURKC","DANUSERTIB","inhibitor"
"AURKC","MK-5108","inhibitor"
"AURKC","CHEMBL605003","inhibitor"
"AURKC","ILORASERTIB","inhibitor"
"AURKC","MK-6592","inhibitor"
"AURKC","TTP-607","inhibitor"
"CA3","ZONISAMIDE","inhibitor"
"CA3","ELLAGIC ACID","inhibitor"
"CA3","ETHOXZOLAMIDE","inhibitor"
"CA3","ACETAZOLAMIDE","[Not Available]"
"CA3","ISOTRETINOIN","[Not Available]"
"NAT1","AMPHETAMINE SULFATE","[Not Available]"
"NAT1","ISOSORBIDE DINITRATE","[Not Available]"
"NAT1","ISONIAZID","[Not Available]"
"NAT1","PYRAZINAMIDE","[Not Available]"
"NAT1","ASPIRIN","[Not Available]"
"NAT1","VELUSETRAG","agonist"
"NAT1","VILAZODONE","agonist"
"NAT1","SEROTONIN","agonist"
"NAT1","5-METHOXYTRYPTAMINE","agonist"
"NAT1","CHEMBL544755","agonist"
"NAT1","MOSAPRIDE","agonist"
"NAT1","RENZAPRIDE","agonist"
"NAT1","ZACOPRIDE","agonist"
"NAT1","Capeserod","agonist"
"NAT1","CISAPRIDE","agonist"
"NAT1","CHEMBL286136","agonist"
"NAT1","BACLOFEN","agonist"
"NAT1","PRUCALOPRIDE","agonist"
"NAT1","RELENOPRIDE","agonist"
"NAT1","CHEMBL85251","agonist"
"NAT1","TEGASEROD","agonist"
"NAT1","CHEMBL33884","antagonist"
"NAT1","CHEMBL155917","antagonist"
"NAT1","PIBOSEROD","antagonist"
"NAT1","CHEMBL69733","antagonist"
"NAT1","CHEMBL66114","antagonist"
"NAT1","CHEMBL1255781","antagonist"
"NAT1","CHEMBL1256998","antagonist"
"NAT1","CHEMBL114112","antagonist"
"NAT1","TROPISETRON","antagonist"
"NAT1","DESIPRAMINE HYDROCHLORIDE","inhibitor"
"NAT1","SIBUTRAMINE HYDROCHLORIDE","inhibitor"
"NAT1","LEVOMILNACIPRAN HYDROCHLORIDE","inhibitor"
"NAT1","TEDATIOXETINE","inhibitor"
"NAT1","EDIVOXETINE","inhibitor"
"NAT1","ESREBOXETINE","inhibitor"
"NAT1","LIAFENSINE","inhibitor"
"NAT1","DASOTRALINE","inhibitor"
"NAT1","PSEUDOEPHEDRINE POLISTIREX","[Not Available]"
"NAT1","MAPROTILINE HYDROCHLORIDE","inhibitor"
"NAT1","GUANADREL SULFATE","[Not Available]"
"NAT1","PHENTERMINE","[Not Available]"
"NAT1","DOXEPIN HYDROCHLORIDE","inhibitor"
"NAT1","BRETYLIUM TOSYLATE","[Not Available]"
"NAT1","GUANETHIDINE MONOSULFATE","[Not Available]"
"NAT1","ATOMOXETINE HYDROCHLORIDE","inhibitor"
"NAT1","PHENTERMINE HYDROCHLORIDE","[Not Available]"
"NAT1","BUPROPION HYDROBROMIDE","inhibitor"
"NAT1","DESVENLAFAXINE SUCCINATE","inhibitor"
"NAT1","DEXMETHYLPHENIDATE HYDROCHLORIDE","inhibitor"
"NAT1","DEXTROAMPHETAMINE","[Not Available]"
"NAT1","DEXTROAMPHETAMINE ADIPATE","[Not Available]"
"NAT1","DEXTROAMPHETAMINE SULFATE","[Not Available]"
"NAT1","DEXTROAMPHETAMINE SACCHARATE","[Not Available]"
"NAT1","PHENMETRAZINE HYDROCHLORIDE","inhibitor"
"NAT1","IMIPRAMINE PAMOATE","inhibitor"
"NAT1","DULOXETINE HYDROCHLORIDE","inhibitor"
"NAT1","AMITRIPTYLINE HYDROCHLORIDE","inhibitor"
"NAT1","PROTRIPTYLINE HYDROCHLORIDE","inhibitor"
"NAT1","AMPHETAMINE ADIPATE","[Not Available]"
"NAT1","BUPROPION HYDROCHLORIDE","inhibitor"
"NAT1","MILNACIPRAN HYDROCHLORIDE","inhibitor"
"NAT1","METHYLPHENIDATE","inhibitor"
"NAT1","METHYLPHENIDATE HYDROCHLORIDE","inhibitor"
"NAT1","NEFAZODONE HYDROCHLORIDE","inhibitor"
"NAT1","NORTRIPTYLINE HYDROCHLORIDE","inhibitor"
"NAT1","ORPHENADRINE CITRATE","inhibitor"
"NAT1","PSEUDOEPHEDRINE HYDROCHLORIDE","[Not Available]"
"NAT1","PHENDIMETRAZINE TARTRATE","inhibitor"
"NAT1","PHENYLPROPANOLAMINE HYDROCHLORIDE","[Not Available]"
"NAT1","TAPENTADOL HYDROCHLORIDE","inhibitor"
"NAT1","LISDEXAMFETAMINE DIMESYLATE","[Not Available]"
"NAT1","TRIMIPRAMINE MALEATE","inhibitor"
"NAT1","VENLAFAXINE HYDROCHLORIDE","inhibitor"
"NAT1","DESVENLAFAXINE FUMARATE","inhibitor"
"NAT1","DESVENLAFAXINE","inhibitor"
"NAT1","ORPHENADRINE (CHLORIDE)","inhibitor"
"NAT1","FAXELADOL","inhibitor"
"NAT1","AMPHETAMINE","[Not Available]"
"NAT1","PSEUDOEPHEDRINE SULFATE","[Not Available]"
"NAT1","DIETHYLPROPION HYDROCHLORIDE","inhibitor"
"NAT1","BENZPHETAMINE HYDROCHLORIDE","[Not Available]"
"NAT1","AMPHETAMINE ASPARTATE","[Not Available]"
"NAT1","AMOXAPINE","inhibitor"
"NAT1","METHAMPHETAMINE HYDROCHLORIDE","inhibitor"
"NAT1","MAZINDOL","inhibitor"
"NAT1","BETHANIDINE SULFATE","[Not Available]"
"NAT1","PHENYLPROPANOLAMINE POLISTIREX","[Not Available]"
"NAT1","IMIPRAMINE HYDROCHLORIDE","inhibitor"
"CARS2","CYSTEINE","[Not Available]"
"ECE1","CHEMBL571153","inhibitor"
"ECE1","DAGLUTRIL","inhibitor"
"ECE1","INDOLE-3-BUTYRIC ACID","inhibitor"
"ECE1","ARDENERMIN","[Not Available]"
"SLC6A13","GUVACINE","inhibitor"
"KCNH1","ASTEMIZOLE","channel blocker"
"KCNH1","CLOFILIUM","channel blocker"
"KCNH1","DOFETILIDE","channel blocker"
"KCNH1","HALOPERIDOL","channel blocker"
"KCNH1","IMIPRAMINE","channel blocker"
"KCNH1","CHEMBL182977","channel blocker"
"KCNH1","TERFENADINE","channel blocker"
"KCNH1","GUANIDINE HYDROCHLORIDE","blocker"
"KCNH1","NERISPIRDINE","blocker"
"KCNH1","TEDISAMIL","blocker"
"KCNH1","DALFAMPRIDINE","blocker"
"B4GALT4","N-ACETYLGLUCOSAMINE","[Not Available]"
"PLG","TENECTEPLASE","activator"
"PLG","STREPTOKINASE","activator"
"PLG","RETEPLASE","activator"
"PLG","ALTEPLASE","activator"
"PLG","UROKINASE","activator"
"PLG","ANISTREPLASE","activator"
"PLG","TRANEXAMIC ACID","inhibitor"
"PLG","AMINOCAPROIC ACID","inhibitor"
"PLG","DESMOTEPLASE","activator"
"PLG","APROTININ","inhibitor"
"PLG","COUMARIN","[Not Available]"
"PLG","DANAZOL","[Not Available]"
"PLG","SOYBEAN OIL","[Not Available]"
"PLG","GARLIC","[Not Available]"
"PLG","GENISTEIN","[Not Available]"
"PLG","INOSITOL","[Not Available]"
"PLG","LEPIRUDIN","[Not Available]"
"PLG","NORETHINDRONE","[Not Available]"
"PLG","NYSTATIN","[Not Available]"
"PLG","PENICILLIN G SODIUM","[Not Available]"
"PLG","OXYMETHOLONE","[Not Available]"
"PLG","CHEMBL35482","[Not Available]"
"PLG","PREDNISOLONE","[Not Available]"
"PLG","PHORBOL MYRISTATE ACETATE","[Not Available]"
"PLG","CHEMBL2016873","inhibitor"
"PLG","DEFIBROTIDE SODIUM","activator"
"PLG","AMEDIPLASE","[Not Available]"
"PLG","FIBRINOLYSIN, HUMAN","[Not Available]"
"SLC44A4","ASG-5ME","antibody"
"NDUFA5","NV-128","inhibitor"
"NDUFA5","CHEMBL1161866","[Not Available]"
"NDUFA5","ME-344","inhibitor"
"NDUFA5","METFORMIN HYDROCHLORIDE","inhibitor"
"SDSL","PYRIDOXAL PHOSPHATE","cofactor"
"JAK3","AT-9283","inhibitor"
"JAK3","Cerdulatinib","inhibitor"
"JAK3","CHEMBL21156","inhibitor"
"JAK3","TOFACITINIB","inhibitor"
"JAK3","ACALABRUTINIB","inhibitor"
"JAK3","AZD-1480","inhibitor"
"JAK3","BMS-911543","inhibitor"
"JAK3","CHEMBL2062804","inhibitor"
"JAK3","CHEMBL3116050","inhibitor"
"JAK3","DECERNOTINIB","inhibitor"
"JAK3","FEDRATINIB","inhibitor"
"JAK3","FILGOTINIB","inhibitor"
"JAK3","GANDOTINIB","inhibitor"
"JAK3","IBRUTINIB","inhibitor"
"JAK3","PAROXETINE","inhibitor"
"JAK3","MOMELOTINIB","inhibitor"
"JAK3","NS-018","inhibitor"
"JAK3","PACRITINIB","inhibitor"
"JAK3","PEFICITINIB","inhibitor"
"JAK3","RUXOLITINIB","inhibitor"
"JAK3","TAK-659","inhibitor"
"JAK3","XL-019","inhibitor"
"JAK3","R-348","inhibitor"
"JAK3","TRICETAMIDE","inhibitor"
"JAK3","WHI-P131","inhibitor"
"JAK3","TOFACITINIB CITRATE","inhibitor"
"JAK3","TASOCITINIB","[Not Available]"
"JAK3","R-333","inhibitor"
"JAK3","ATEZOLIZUMAB","[Not Available]"
"AFP","AZACITIDINE","[Not Available]"
"AFP","DACTINOMYCIN","[Not Available]"
"AFP","BLEOMYCIN (CHEMBL3039590)","[Not Available]"
"AFP","DOXORUBICIN","[Not Available]"
"AFP","EPOETIN BETA","[Not Available]"
"AFP","ETOPOSIDE","[Not Available]"
"AFP","FOLIC ACID","[Not Available]"
"AFP","INDOMETHACIN","[Not Available]"
"AFP","METHOTREXATE","[Not Available]"
"AFP","NICOTINE","[Not Available]"
"AFP","NORDIHYDROGUAIARETIC ACID","[Not Available]"
"AFP","POLYETHYLENE GLYCOL","[Not Available]"
"AFP","MIFEPRISTONE","[Not Available]"
"AFP","RUTIN","[Not Available]"
"AFP","VINCRISTINE","[Not Available]"
"AFP","ASPIRIN","[Not Available]"
"AFP","N-METHYL-N-NITROSUREA","[Not Available]"
"PSMC3","OPROZOMIB","inhibitor"
"PSMC3","BORTEZOMIB","inhibitor"
"PSMC3","CARFILZOMIB","inhibitor"
"PSMC3","IXAZOMIB CITRATE","inhibitor"
"DBP","ALBUMIN HUMAN","[Not Available]"
"CLIP2","CHEMBL76399","agonist"
"CLIP2","PRANLUKAST","agonist"
"CLIP2","PRACTOLOL","agonist"
"CEL","TAUROCHOLIC ACID","[Not Available]"
"CEL","DACTINOMYCIN","[Not Available]"
"CEL","GELDANAMYCIN","[Not Available]"
"CEL","GENISTEIN","[Not Available]"
"CEL","RESVERATROL","[Not Available]"
"CEL","SIMVASTATIN","[Not Available]"
"B4GALT3","N-ACETYLGLUCOSAMINE","[Not Available]"
"AKR1A1","TOLRESTAT","[Not Available]"
"AKR1A1","CHEMBL1161862","[Not Available]"
"AKR1A1","FOMEPIZOLE","inhibitor"
"MLC1","OMECAMTIV MECARBIL","activator"
"SLC10A1","CYCLOSPORINE","inhibitor"
"SLC10A1","IRBESARTAN","inhibitor"
"SLC10A1","PROPRANOLOL","inhibitor"
"NPEPPS","TOSEDOSTAT","inhibitor"
"NPEPPS","ANTAQ","inhibitor"
"ALDH3B1","CHEMBL1161866","[Not Available]"
"GRIK5","L-GLUTAMATE","[Not Available]"
"GRIK5","TEZAMPANEL","[Not Available]"
"SOAT2","HESPERETIN","inhibitor"
"CNGA3","CYCLIC ADENOSINE MONOPHOSPHATE","activator"
"CNGA3","CHEMBL395336","activator"
"PTPN1","TILUDRONIC ACID","inhibitor"
"PTPN1","CHEMBL383570","[Not Available]"
"PTPN1","CHEMBL1230658","[Not Available]"
"PTPN1","CHEMBL117869","[Not Available]"
"PTPN1","CHEMBL139423","[Not Available]"
"PTPN1","CHEMBL426815","[Not Available]"
"PTPN1","CHEMBL180300","[Not Available]"
"PTPN1","CHEMBL139050","[Not Available]"
"PTPN1","CHEMBL267048","[Not Available]"
"PTPN1","CHEMBL336908","[Not Available]"
"PTPN1","CHEMBL577144","[Not Available]"
"PTPN1","CHEMBL138806","[Not Available]"
"PTPN1","CHEMBL1161221","[Not Available]"
"PTPN1","CHEMBL1232829","[Not Available]"
"PTPN1","CHEMBL139393","[Not Available]"
"PTPN1","CHEMBL64934","[Not Available]"
"PTPN1","CHEMBL342478","[Not Available]"
"PTPN1","CHEMBL1161222","[Not Available]"
"PTPN1","CHEMBL175198","[Not Available]"
"PTPN1","CHEMBL243940","[Not Available]"
"PTPN1","CHEMBL203517","[Not Available]"
"PTPN1","CHEMBL213758","[Not Available]"
"PTPN1","CHEMBL214502","[Not Available]"
"PTPN1","CHEMBL243731","[Not Available]"
"PTPN1","CHEMBL305785","[Not Available]"
"PTPN1","CHEMBL2407634","[Not Available]"
"PTPN1","CHEMBL196526","[Not Available]"
"PTPN1","CHEMBL184444","[Not Available]"
"PTPN1","CHEMBL382311","[Not Available]"
"PTPN1","CHEMBL1234135","[Not Available]"
"PTPN1","CHEMBL99447","[Not Available]"
"PTPN1","CHEMBL1185001","[Not Available]"
"PTPN1","CHEMBL193233","[Not Available]"
"PTPN1","CHEMBL190801","[Not Available]"
"PTPN1","TRODUSQUEMINE","[Not Available]"
"GABRA5","Lorediplon","positive allosteric modulator"
"GABRA5","TALBUTAL","c(""potentiator"", ""positive allosteric modulator"")"
"GABRA5","TEMAZEPAM","c(""potentiator"", ""positive allosteric modulator"")"
"GABRA5","BUTALBITAL","c(""potentiator"", ""positive allosteric modulator"")"
"GABRA5","MEPROBAMATE","agonist"
"GABRA5","ESZOPICLONE","c(""agonist"", ""positive allosteric modulator"")"
"GABRA5","SECOBARBITAL","potentiator"
"GABRA5","METHARBITAL","c(""potentiator"", ""positive allosteric modulator"")"
"GABRA5","ADINAZOLAM","potentiator"
"GABRA5","THIOPENTAL","potentiator"
"GABRA5","PRIMIDONE","c(""potentiator"", ""positive allosteric modulator"")"
"GABRA5","HALAZEPAM","c(""potentiator"", ""positive allosteric modulator"")"
"GABRA5","DIAZEPAM","c(""potentiator"", ""positive allosteric modulator"")"
"GABRA5","OXAZEPAM","c(""potentiator"", ""positive allosteric modulator"")"
"GABRA5","MEPHOBARBITAL","potentiator"
"GABRA5","TRIAZOLAM","c(""potentiator"", ""allosteric modulator"", ""positive allosteric modulator"")"
"GABRA5","ZOPICLONE","potentiator"
"GABRA5","FLUMAZENIL","c(""antagonist"", ""allosteric modulator"")"
"GABRA5","ESTAZOLAM","c(""potentiator"", ""positive allosteric modulator"")"
"GABRA5","OCINAPLON","allosteric modulator"
"GABRA5","GABOXADOL","agonist"
"GABRA5","ISONIPECOTIC ACID","agonist"
"GABRA5","ISOGUVACINE","agonist"
"GABRA5","MUSCIMOL","agonist"
"GABRA5","CHEMBL34155","agonist"
"GABRA5","CGS-8216","agonist"
"GABRA5","CHEMBL1518572","agonist"
"GABRA5","CHEMBL70176","allosteric modulator"
"GABRA5","CHEMBL200177","allosteric modulator"
"GABRA5","CHEMBL302715","allosteric modulator"
"GABRA5","BRETAZENIL","allosteric modulator"
"GABRA5","FLUNITRAZEPAM","c(""potentiator"", ""allosteric modulator"")"
"GABRA5","ZINC ION","allosteric modulator"
"GABRA5","METHADONE","allosteric modulator"
"GABRA5","CHEMBL17468","allosteric modulator"
"GABRA5","CHEMBL52030","allosteric modulator"
"GABRA5","CHEMBL363211","allosteric modulator"
"GABRA5","CHEMBL274866","allosteric modulator"
"GABRA5","RO-194603","allosteric modulator"
"GABRA5","CHEMBL1080588","allosteric modulator"
"GABRA5","CHEMBL58757","allosteric modulator"
"GABRA5","CHEMBL373250","allosteric modulator"
"GABRA5","ALPRAZOLAM","c(""allosteric modulator"", ""positive allosteric modulator"")"
"GABRA5","METHOCTRAMINE","allosteric modulator"
"GABRA5","BICUCULLINE","antagonist"
"GABRA5","GABAZINE","antagonist"
"GABRA5","PICROTOXIN","channel blocker"
"GABRA5","T-BUTYLBICYCLOPHOSPHOROTHIONATE","channel blocker"
"GABRA5","AMOBARBITAL","potentiator"
"GABRA5","APROBARBITAL","potentiator"
"GABRA5","BUTETHAL","potentiator"
"GABRA5","HEPTABARBITAL","potentiator"
"GABRA5","HEXOBARBITAL","potentiator"
"GABRA5","BARBITAL","potentiator"
"GABRA5","BROMAZEPAM","potentiator"
"GABRA5","CLOTIAZEPAM","potentiator"
"GABRA5","FLUDIAZEPAM","potentiator"
"GABRA5","PRAZEPAM","c(""potentiator"", ""positive allosteric modulator"")"
"GABRA5","QUAZEPAM","c(""potentiator"", ""positive allosteric modulator"")"
"GABRA5","CINOLAZEPAM","potentiator"
"GABRA5","NITRAZEPAM","potentiator"
"GABRA5","GANAXOLONE","[Not Available]"
"GABRA5","CLOBAZAM","positive allosteric modulator"
"GABRA5","METHOXYFLURANE","[Not Available]"
"GABRA5","CHLORDIAZEPOXIDE","positive allosteric modulator"
"GABRA5","CHLORDIAZEPOXIDE HYDROCHLORIDE","positive allosteric modulator"
"GABRA5","CLONAZEPAM","positive allosteric modulator"
"GABRA5","BUTABARBITAL SODIUM","positive allosteric modulator"
"GABRA5","GLUTETHIMIDE","[Not Available]"
"GABRA5","LORAZEPAM","positive allosteric modulator"
"GABRA5","ETHCHLORVYNOL","[Not Available]"
"GABRA5","METHOHEXITAL SODIUM","positive allosteric modulator"
"GABRA5","METHYPRYLON","positive allosteric modulator"
"GABRA5","MIDAZOLAM HYDROCHLORIDE","positive allosteric modulator"
"GABRA5","PROPOFOL","positive allosteric modulator"
"GABRA5","PENTOBARBITAL","positive allosteric modulator"
"GABRA5","PENTOBARBITAL SODIUM","positive allosteric modulator"
"GABRA5","SEVOFLURANE","positive allosteric modulator"
"GABRA5","THIAMYLAL SODIUM","positive allosteric modulator"
"GABRA5","THIOPENTAL SODIUM","positive allosteric modulator"
"GABRA5","ETOMIDATE","[Not Available]"
"GABRA5","FLURAZEPAM HYDROCHLORIDE","positive allosteric modulator"
"GABRA5","HALOTHANE","positive allosteric modulator"
"GABRA5","ISOFLURANE","positive allosteric modulator"
"GABRA5","TOPIRAMATE","[Not Available]"
"GABRA5","ADIPIPLON","partial agonist"
"GABRA5","RESEQUINIL","inverse agonist"
"GABRA5","PF-06372865","agonist"
"GABRA5","PHENOBARBITAL","[Not Available]"
"GABRA5","BUTABARBITAL","[Not Available]"
"GABRA5","FLURAZEPAM","[Not Available]"
"GABRA5","MIDAZOLAM","[Not Available]"
"GABRA5","CLORAZEPIC ACID","[Not Available]"
"GABRA5","CLORAZEPATE DIPOTASSIUM","positive allosteric modulator"
"GABRA5","DESFLURANE","positive allosteric modulator"
"GABRA5","SECOBARBITAL SODIUM","positive allosteric modulator"
"GABRA5","TRICLOFOS SODIUM","[Not Available]"
"GABRA5","ACAMPROSATE CALCIUM","[Not Available]"
"GABRA5","ENFLURANE","[Not Available]"
"FLT1","SORAFENIB","inhibitor"
"FLT1","Anlotinib","inhibitor"
"FLT1","BRIVANIB","inhibitor"
"FLT1","CHEMBL261720","inhibitor"
"FLT1","CEDIRANIB","inhibitor"
"FLT1","CEP-11981","inhibitor"
"FLT1","DORSOMORPHIN","inhibitor"
"FLT1","DOVITINIB","inhibitor"
"FLT1","FORETINIB","inhibitor"
"FLT1","Fruquintinib","inhibitor"
"FLT1","LINIFANIB","inhibitor"
"FLT1","LUCITANIB","inhibitor"
"FLT1","MK-2461","inhibitor"
"FLT1","MOTESANIB","inhibitor"
"FLT1","NINTEDANIB","c(""Inhibitor"", ""inhibitor"")"
"FLT1","OSI-930","inhibitor"
"FLT1","PAZOPANIB","inhibitor"
"FLT1","PLX-3397","inhibitor"
"FLT1","SEMAXANIB","inhibitor"
"FLT1","SU-14813","inhibitor"
"FLT1","TIVOZANIB","inhibitor"
"FLT1","VATALANIB","inhibitor"
"FLT1","SUNITINIB","inhibitor"
"FLT1","TG100-801","inhibitor"
"FLT1","IMC-1C11","[Not Available]"
"FLT1","AXITINIB","inhibitor"
"FLT1","CHEMBL101683","[Not Available]"
"FLT1","REGORAFENIB","inhibitor"
"FLT1","MGCD-265","inhibitor"
"FLT1","ENMD-2076","inhibitor"
"FLT1","PEGPLERANIB SODIUM","[Not Available]"
"FLT1","CHEMBL313417","[Not Available]"
"FLT1","XL-820","inhibitor"
"FLT1","TABERMINOGENE VADENOVEC","[Not Available]"
"FLT1","ORANTINIB","inhibitor"
"FLT1","X-82","inhibitor"
"FLT1","TESEVATINIB","inhibitor"
"FLT1","LENVATINIB","inhibitor"
"FLT1","TERIPARATIDE","[Not Available]"
"FLT1","RANIBIZUMAB","inhibitor"
"FLT1","TELBERMIN","c(""agonist"", ""activator"")"
"FLT1","VANDETANIB","inhibitor"
"FLT1","TELATINIB","[Not Available]"
"FLT1","XL-999","inhibitor"
"FLT1","SORAFENIB TOSYLATE","inhibitor"
"FLT1","L-21649","inhibitor"
"FLT1","NINTEDANIB ESYLATE","inhibitor"
"FLT1","LENVATINIB MESYLATE","inhibitor"
"FLT1","ILORASERTIB","inhibitor"
"FLT1","CEP-5214","inhibitor"
"FLT1","Chiauranib","inhibitor"
"FLT1","KRN-633","inhibitor"
"FLT1","RG-1530","inhibitor"
"FLT1","AEE-788","inhibitor"
"FLT1","AG-13958","inhibitor"
"FLT1","BMS-690514","inhibitor"
"FLT1","Famitinib","inhibitor"
"FLT1","BRIVANIB ALANINATE","inhibitor"
"FLT1","ICRUCUMAB","antagonist"
"FLT1","SUNITINIB MALATE","inhibitor"
"FLT1","PAZOPANIB HYDROCHLORIDE","inhibitor"
"FLT1","CP-459632","inhibitor"
"FLT1","Sulfatinib","inhibitor"
"FLT1","CEP-7055","inhibitor"
"FLT1","SU-014813","inhibitor"
"FLT1","TAK-593","inhibitor"
"FLT1","4SC-203","inhibitor"
"CASP9","NIVOCASAN","inhibitor"
"CASP9","EMRICASAN","inhibitor"
"CASP9","CELECOXIB","[Not Available]"
"PGAM2","MELLITIC ACID","[Not Available]"
"PGAM2","3-PHOSPHOGLYCERIC ACID","[Not Available]"
"MAP2K5","COBIMETINIB","inhibitor"
"MAP2K5","1,4-BUTANEDIOL","inhibitor"
"MAP2K5","TRIHEXYPHENIDYL","inhibitor"
"MAP2K5","Refametinib","inhibitor"
"MAP2K5","WX-554","[Not Available]"
"MAP2K5","SELUMETINIB","inhibitor"
"MAP2K5","TRAMETINIB","inhibitor"
"MAP2K5","DABRAFENIB MESYLATE","inhibitor"
"MAP2K5","PD-0325901","inhibitor"
"MAP2K5","BINIMETINIB","inhibitor"
"KRTAP5-2","DEXTROSE","[Not Available]"
"KRTAP5-2","PYROGLUTAMIC ACID","[Not Available]"
"KCNT1","LOXAPINE","activator"
"KCNT1","NICLOSAMIDE","activator"
"KCNT1","CLOFILIUM","channel blocker"
"CPN1","PYRAZINAMIDE","inhibitor"
"KLK3","MEGESTROL ACETATE","[Not Available]"
"KLK3","ABARELIX","[Not Available]"
"KLK3","ANDROSTENEDIONE","[Not Available]"
"KLK3","ESTRAMUSTINE","[Not Available]"
"KLK3","ETOPOSIDE","[Not Available]"
"KLK3","FLUTAMIDE","[Not Available]"
"KLK3","GENISTEIN","[Not Available]"
"KLK3","MIFEPRISTONE","[Not Available]"
"KLK3","NILUTAMIDE","[Not Available]"
"KLK3","OCTREOTIDE","[Not Available]"
"KLK3","PROGESTERONE","[Not Available]"
"KLK3","TRETINOIN","[Not Available]"
"KLK3","SELENOMETHIONINE","[Not Available]"
"KLK3","TAMOXIFEN","[Not Available]"
"KLK3","VITAMIN E","[Not Available]"
"KLK3","APROTININ","inhibitor"
"KLK3","TOPSALYSIN","[Not Available]"
"KLK3","BICALUTAMIDE","[Not Available]"
"KLK3","DOCETAXEL","[Not Available]"
"KLK3","VINBLASTINE","[Not Available]"
"KLK3","ECALLANTIDE","inhibitor"
"PDCD1","PIDILIZUMAB","antibody"
"PDCD1","NIVOLUMAB","c(""antibody"", ""inhibitor"")"
"PDCD1","PEMBROLIZUMAB","c(""antagonist"", ""antibody"", ""inhibitor"")"
"PDCD1","PROCARBAZINE","[Not Available]"
"PLA2G2D","DODECANOATE","[Not Available]"
"PLA2G2D","STEARIC ACID","[Not Available]"
"GADL1","PYRIDOXAL PHOSPHATE","cofactor"
"NOD1","CHEMBL415306","agonist"
"ATP8A1","DEXFOSFOSERINE","[Not Available]"
"SP3","DOXORUBICIN","[Not Available]"
"ABCC4","THIOGUANINE","[Not Available]"
"ABCC4","ZIDOVUDINE","[Not Available]"
"ABCC4","GANCICLOVIR","[Not Available]"
"ABCC4","LEUCOVORIN","[Not Available]"
"ABCC4","METHOTREXATE","[Not Available]"
"ABCC4","ADEFOVIR","[Not Available]"
"ABCC4","INDINAVIR","[Not Available]"
"ABCC4","FLUOROURACIL","[Not Available]"
"ABCC4","MEDRONIC ACID","[Not Available]"
"ABCC4","MERCAPTOPURINE","[Not Available]"
"ABCC4","LAMIVUDINE","[Not Available]"
"ABCC4","CYCLOPHOSPHAMIDE","[Not Available]"
"ABCC4","ESTRADIOL DISULFATE","inhibitor"
